levelid,mapid,maplv,maintype,leveltype,levelindex,chapterindex,taskindex,level,levelname,chaptername,descriptiont,teamexp,everydaynum,sloot1,sloot2,sloot3,sloot4,sloot5,nextlevel,alevel1,Icon_X,Icon_Y,map_bg,battle_bg,ready_bg,music,monster_face,hang_up,Initial_anger,comat,dungeon_extra_drop1,dungeon_extra_drop2,dungeon_extra_drop3,dungeon_extra_drop4,daily_recharge_group,team_lack,story_id,level_skip,skip_type,skip_num
112619,112619,184,1,1,26,19,1091,1,第26章,关卡26-19,0,5,99,91000002,91000001,0,0,0,112620,112618,344,228,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100319,0,90929601,10801,10801,10801,10801,3,0,0,1,1,132225000
112620,112620,184,1,2,26,20,1092,1,第26章,关卡26-20,赐予人类魔法的神与龙偶尔会在对于魔法探索的弯路上做出指点，不过他们一般并不在乎人类对魔法的使用。在经历过以前世界毁灭后，神对于自己的造物该如何生存觉得应当由他们自己决定，无论如何神自己没法做到设身处地地思考，哪怕是古龙也是如此。,5,99,91000002,91000001,0,0,0,112621,112619,362,212,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100320,0,91284226,10801,10801,10801,10801,3,0,0,1,0,0
112621,112621,184,1,1,26,21,1093,1,第26章,关卡26-21,0,5,99,91000002,91000001,0,0,0,112622,112620,383,221,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100320,0,91640234,10801,10801,10801,10801,3,0,0,1,1,133258000
112622,112622,184,1,1,26,22,1094,1,第26章,关卡26-22,0,5,99,91000002,91000001,0,0,0,112623,112621,397,209,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100320,0,91997630,10801,10801,10801,10801,3,0,0,1,1,133778000
112623,112623,184,1,1,26,23,1095,1,第26章,关卡26-23,0,5,99,91000002,91000001,0,0,0,112624,112622,413,217,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100320,0,92356420,10801,10801,10801,10801,3,0,0,1,1,134300000
112624,112624,185,1,2,26,24,1096,1,第26章,关卡26-24,越是早的遗迹里，记载神迹越多，记载的繁盛历史也越多。因为有了神的引导，生活在各地的人开始有了不同的新信仰。生活于沙漠的人信仰沙之神，生活于森林里的人信仰土龙，生活于雪地里的人信仰水龙，这似乎是最早的信仰。,5,99,91000002,91000001,0,0,0,112625,112623,434,207,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100321,0,92716610,10801,10801,10801,10801,3,0,0,1,0,0
112625,112625,185,1,1,26,25,1097,1,第26章,关卡26-25,0,5,99,91000002,91000001,0,0,0,112626,112624,456,213,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100321,0,93078204,10801,10801,10801,10801,3,0,0,1,1,135349000
112626,112626,185,1,1,26,26,1098,1,第26章,关卡26-26,0,5,99,91000002,91000001,0,0,0,112627,112625,471,203,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100321,0,93441208,10801,10801,10801,10801,3,0,0,1,1,135877000
112627,112627,185,1,1,26,27,1099,1,第26章,关卡26-27,0,5,99,91000002,91000001,0,0,0,112628,112626,485,212,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100321,0,93805628,10801,10801,10801,10801,3,0,0,1,1,136407000
112628,112628,185,1,2,26,28,1100,1,第26章,关卡26-28,在最初的繁荣以后，一些新的记录出现了，这些记录表明，众神中出现了新的神，他们并非创世神，却似乎在人类的生活里起重要作用。这些神常常被人一起崇拜，而并非像从前只是单一的信仰。,5,99,91000002,91000001,0,0,0,112629,112627,508,205,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100322,0,94171469,10801,10801,10801,10801,3,0,0,1,0,0
112629,112629,186,1,1,26,29,1101,1,第26章,关卡26-29,0,5,99,91000002,91000001,0,0,0,112630,112628,526,214,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100322,0,94538737,10801,10801,10801,10801,3,0,0,1,1,137473000
112630,112630,186,1,1,26,30,1102,1,第26章,关卡26-30,0,5,99,91000002,91000001,0,0,0,112631,112629,539,203,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100322,0,94907438,10801,10801,10801,10801,3,0,0,1,1,138009000
112631,112631,186,1,1,26,31,1103,1,第26章,关卡26-31,0,5,99,91000002,91000001,0,0,0,112632,112630,554,214,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100322,0,95277577,10801,10801,10801,10801,3,0,0,1,1,138547000
112632,112632,186,1,2,26,32,1104,1,第26章,关卡26-32,那些后生神明来自于人类对于生活的新期盼，比如春季来临，人类对新生的期盼里诞生了春之神。在作物的期盼里，诞生了丰收之神。甚至在人类学会了酿酒以后，酒神也出现了。众神的数量是远不及人类的，但是他们在发展之中几乎包含了大陆中生活的方方面面。,5,99,91000002,91000001,0,0,0,112633,112631,577,215,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100323,0,95649159,10801,10801,10801,10801,3,0,0,1,0,0
112633,112633,186,1,1,26,33,1105,1,第26章,关卡26-33,0,5,99,91000002,91000001,0,0,0,112634,112632,599,210,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100323,0,96022190,10801,10801,10801,10801,3,0,0,1,1,139630000
112634,112634,187,1,1,26,34,1106,1,第26章,关卡26-34,0,5,99,91000002,91000001,0,0,0,112635,112633,608,225,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100323,0,96396676,10801,10801,10801,10801,3,0,0,1,1,140175000
112635,112635,187,1,1,26,35,1107,1,第26章,关卡26-35,0,5,99,91000002,91000001,0,0,0,112636,112634,618,235,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100323,0,96772623,10801,10801,10801,10801,3,0,0,1,1,140721000
112636,112636,187,1,2,26,36,1108,1,第26章,关卡26-36,这些神的诞生显得很戏剧性，比如丰收之神在不同地区的记录里有不同的描述，但其都提及到，丰收之神原本只是一个人类。他或许只是一个勤恳的农夫，只是希望种出供家人们吃喝的食物，但在一场洪水或是旱灾里的他努力的补救感化了神明，最终受到神的赏识而成神。,5,99,91000002,91000001,0,0,0,112637,112635,639,240,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100324,0,97150036,10801,10801,10801,10801,3,0,0,1,0,0
112637,112637,187,1,1,26,37,1109,1,第26章,关卡26-37,0,5,99,91000002,91000001,0,0,0,112638,112636,659,238,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100324,0,97528921,10801,10801,10801,10801,3,0,0,1,1,141821000
112638,112638,187,1,1,26,38,1110,1,第26章,关卡26-38,0,5,99,91000002,91000001,0,0,0,112639,112637,673,244,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100324,0,97909283,10801,10801,10801,10801,3,0,0,1,1,142374000
112639,112639,188,1,1,26,39,1111,1,第26章,关卡26-39,0,5,99,91000002,91000001,0,0,0,112640,112638,685,251,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100324,0,98291129,10801,10801,10801,10801,3,0,0,1,1,142930000
112640,112640,188,1,2,26,40,1112,1,第26章,关卡26-40,类似丰收之神的故事有很多，比如有着最厉害酿酒师之称的酒神，还有最强猎手的狩猎之神。似乎在人类的社会里，只要能达到顶峰，有着优秀的品质这些人就会受到创世神的赏识而成为神。,5,99,91000002,91000001,0,0,0,112641,112639,707,256,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100325,0,98674464,10801,10801,10801,10801,3,0,0,1,0,0
112641,112641,188,1,1,26,41,1113,1,第26章,关卡26-41,0,5,99,91000002,91000001,0,0,0,112642,112640,731,250,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100325,0,99059294,10801,10801,10801,10801,3,0,0,1,1,144047000
112642,112642,188,1,1,26,42,1114,1,第26章,关卡26-42,0,5,99,91000002,91000001,0,0,0,112643,112641,745,233,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100325,0,99445625,10801,10801,10801,10801,3,0,0,1,1,144608000
112643,112643,188,1,1,26,43,1115,1,第26章,关卡26-43,0,5,99,91000002,91000001,0,0,0,112644,112642,756,221,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100325,0,99833462,10801,10801,10801,10801,3,0,0,1,1,145172000
112644,112644,189,1,2,26,44,1116,1,第26章,关卡26-44,不过除了升华之神以外，还有一些特殊的众神。他们大多代表着人类的某种崇高品格：忠诚、勇气、道德、好奇等等，他们起初也可能只是人类，却因为某种超越常人的品格而成为人群里耀眼的存在，在一些机遇巧合里变成了神。,5,99,91000002,91000001,0,0,0,112645,112643,775,221,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100326,0,100222812,10801,10801,10801,10801,3,0,0,1,0,0
112645,112645,189,1,1,26,45,1117,1,第26章,关卡26-45,0,5,99,91000002,91000001,0,0,0,112646,112644,796,216,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100326,0,100613680,10801,10801,10801,10801,3,0,0,1,1,146307000
112646,112646,189,1,1,26,46,1118,1,第26章,关卡26-46,0,5,99,91000002,91000001,0,0,0,112647,112645,807,202,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100326,0,101006073,10801,10801,10801,10801,3,0,0,1,1,146878000
112647,112647,189,1,1,26,47,1119,1,第26章,关卡26-47,0,5,99,91000002,91000001,0,0,0,112648,112646,822,207,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100326,0,101399996,10801,10801,10801,10801,3,0,0,1,1,147450000
112648,112648,189,1,2,26,48,1120,1,第26章,关卡26-48,随着人类的不断进步发展，人类所崇拜的东西变多，一些神明开始被冠以新的力量。诸神之中也并非完美无缺，人类有光辉的一面，其中黑暗的一面也在逐渐的现象出来。,5,99,91000002,91000001,0,0,0,112649,112647,838,194,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100327,0,101795455,10801,10801,10801,10801,3,0,0,1,0,0
112649,112649,190,1,1,26,49,1121,1,第26章,关卡26-49,0,5,99,91000002,91000001,0,0,0,112650,112648,859,190,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100327,0,102192457,10801,10801,10801,10801,3,0,0,1,1,148603000
112650,112650,190,1,1,26,50,1122,1,第26章,关卡26-50,0,5,99,91000002,91000001,0,0,0,112651,112649,873,183,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100327,0,102591007,10801,10801,10801,10801,3,0,0,1,1,149182000
112651,112651,190,1,1,26,51,1123,1,第26章,关卡26-51,0,5,99,91000002,91000001,0,0,0,112652,112650,888,189,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100327,0,102991111,10801,10801,10801,10801,3,0,0,1,1,149764000
112652,112652,190,1,2,26,52,1124,1,第26章,关卡26-52,人会因为嫉妒而憎恶，会出于私心去欺骗，会无法控制对于享乐的追求。这些反面在人类以宗教的束缚下变成了原罪，而因大陆的魔法，这些黑暗不断积累，逐渐构成了与光明的众神相对的魔鬼们。,5,99,91000002,91000001,0,0,0,112653,112651,906,177,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100328,0,103392776,10801,10801,10801,10801,3,0,0,1,0,0
112653,112653,190,1,1,26,53,1125,1,第26章,关卡26-53,0,5,99,91000002,91000001,0,0,0,112654,112652,923,180,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100328,0,103796007,10801,10801,10801,10801,3,0,0,1,1,150935000
112654,112654,191,1,1,26,54,1126,1,第26章,关卡26-54,0,5,99,91000002,91000001,0,0,0,112655,112653,938,174,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100328,0,104200811,10801,10801,10801,10801,3,0,0,1,1,151523000
112655,112655,191,1,1,26,55,1127,1,第26章,关卡26-55,0,5,99,91000002,91000001,0,0,0,112656,112654,950,184,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100328,0,104607194,10801,10801,10801,10801,3,0,0,1,1,152114000
112656,112656,191,1,2,26,56,1128,1,第26章,关卡26-56,人类开始会说，那些做坏事的人受到了欺诈之神、暴怒者、恶魔的蛊惑才会做出那些事情。这些所谓的蛊惑当然一开始不存在，在它们不断被提及以后，那些黑暗的力量开始聚集，曾经被法师和宗教用于威慑束缚的怪物逐渐成了现实。,5,99,91000002,91000001,0,0,0,112657,112655,971,188,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100329,0,105015162,10801,10801,10801,10801,3,0,0,1,0,0
112657,112657,191,1,1,26,57,1129,1,第26章,关卡26-57,0,5,99,91000002,91000001,0,0,0,112658,112656,994,179,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100329,0,105424721,10801,10801,10801,10801,3,0,0,1,1,153303000
112658,112658,191,1,1,26,58,1130,1,第26章,关卡26-58,0,5,99,91000002,91000001,0,0,0,112659,112657,1004,192,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100329,0,105835877,10801,10801,10801,10801,3,0,0,1,1,153901000
112659,112659,192,1,1,26,59,1131,1,第26章,关卡26-59,0,5,99,91000002,91000001,0,0,0,112660,112658,1019,190,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100329,0,106248636,10801,10801,10801,10801,3,0,0,1,1,154501000
112660,112660,192,1,3,26,60,1132,1,第26章,关卡26-60,诸神与先代人类的历史当然远不止这些，那些古老的东西能追溯到整个大陆的诞生之初。如此庞大的知识成碎片散落在世界各地，想完全知晓就必须将每个地区的历史都探索一遍，而在面对暗影灾难之时，这显得不切实际。,5,99,91000002,91000001,0,0,0,112701,112659,1042,188,gk_Volcano_02,Volcano01_02,Volcano01_01,1006,1060102|1060304|1060902,100330,0,106663005,10801,10801,10801,10801,3,0,0,1,0,0
112701,112701,192,1,1,27,1,1133,1,第27章,关卡27-1,0,5,99,91000002,91000001,0,0,0,112702,112660,11,281,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100330,0,107089657,10801,10801,10801,10801,3,0,0,1,1,155288000
112702,112702,192,1,1,27,2,1134,1,第27章,关卡27-2,0,5,99,91000002,91000001,0,0,0,112703,112701,28,275,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100330,0,107518015,10801,10801,10801,10801,3,0,0,1,1,155909000
112703,112703,192,1,1,27,3,1135,1,第27章,关卡27-3,0,5,99,91000002,91000001,0,0,0,112704,112702,43,265,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100330,0,107948087,10801,10801,10801,10801,3,0,0,1,1,156533000
112704,112704,193,1,2,27,4,1136,1,第27章,关卡27-4,“诸神也并非万能，在混沌的黑暗降临之时，任何火光都将熄灭。他们看见了黑暗的诞生，他们从未向他们的子民提及过曾毁灭的世界。这是欺骗吗，或许是，或许他们只是在做实验呢。”,5,99,91000002,91000001,0,0,0,112705,112703,66,264,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100331,0,108379879,10801,10801,10801,10801,3,0,0,1,0,0
112705,112705,193,1,1,27,5,1137,1,第27章,关卡27-5,0,5,99,91000002,91000001,0,0,0,112706,112704,90,264,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100331,0,108813398,10801,10801,10801,10801,3,0,0,1,1,157788000
112706,112706,193,1,1,27,6,1138,1,第27章,关卡27-6,0,5,99,91000002,91000001,0,0,0,112707,112705,106,269,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100331,0,109248651,10801,10801,10801,10801,3,0,0,1,1,158419000
112707,112707,193,1,1,27,7,1139,1,第27章,关卡27-7,0,5,99,91000002,91000001,0,0,0,112708,112706,116,285,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100331,0,109685645,10801,10801,10801,10801,3,0,0,1,1,159052000
112708,112708,193,1,2,27,8,1140,1,第27章,关卡27-8,“我曾在引导之下学会了在星辰间旅行的魔法，我不知道至高的存在为何教会我这样的法术，我一度将它视为一种恩赐。作为人类，只要窥视过创世者的一角都会陷入渺小的恐惧，因此这当然是恩赐。”,5,99,91000002,91000001,0,0,0,112709,112707,139,291,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100332,0,110124387,10801,10801,10801,10801,3,0,0,1,0,0
112709,112709,194,1,1,27,9,1141,1,第27章,关卡27-9,0,5,99,91000002,91000001,0,0,0,112710,112708,162,295,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100332,0,110564884,10801,10801,10801,10801,3,0,0,1,1,160327000
112710,112710,194,1,1,27,10,1142,1,第27章,关卡27-10,0,5,99,91000002,91000001,0,0,0,112711,112709,178,278,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100332,0,111007143,10801,10801,10801,10801,3,0,0,1,1,160969000
112711,112711,194,1,1,27,11,1143,1,第27章,关卡27-11,0,5,99,91000002,91000001,0,0,0,112712,112710,192,293,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100332,0,111451171,10801,10801,10801,10801,3,0,0,1,1,161612000
112712,112712,194,1,2,27,12,1144,1,第27章,关卡27-12,“或许我是旅行于位面间的第一位人类法师，很多位面里一无所有，只能看见一些无序的东西，甚至都不能变描述。首次见到，我只能将眼前的一切画下来，那时我认为这是至高神向原来做过的那样，给渺小之人分享知识。”,5,99,91000002,91000001,0,0,0,112713,112711,218,292,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100333,0,111896975,10801,10801,10801,10801,3,0,0,1,0,0
112713,112713,194,1,1,27,13,1145,1,第27章,关卡27-13,0,5,99,91000002,91000001,0,0,0,112714,112712,243,287,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100333,0,112344562,10801,10801,10801,10801,3,0,0,1,1,162908000
112714,112714,195,1,1,27,14,1146,1,第27章,关卡27-14,0,5,99,91000002,91000001,0,0,0,112715,112713,257,276,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100333,0,112793940,10801,10801,10801,10801,3,0,0,1,1,163560000
112715,112715,195,1,1,27,15,1147,1,第27章,关卡27-15,0,5,99,91000002,91000001,0,0,0,112716,112714,262,248,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100333,0,113245115,10801,10801,10801,10801,3,0,0,1,1,164214000
112716,112716,195,1,2,27,16,1148,1,第27章,关卡27-16,“起初的学习充满了兴奋，有什么能比给予知识更让学者兴奋的呢？探索其他位面令人感到头晕，是那种激动的眩晕感，可能也是穿梭于位面间的不适感被忽视了。但，后来事情并没有像想象中一样发展。”,5,99,91000002,91000001,0,0,0,112717,112715,292,231,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100334,0,113698095,10801,10801,10801,10801,3,0,0,1,0,0
112717,112717,195,1,1,27,17,1149,1,第27章,关卡27-17,0,5,99,91000002,91000001,0,0,0,112718,112716,313,232,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100334,0,114152887,10801,10801,10801,10801,3,0,0,1,1,165530000
112718,112718,195,1,1,27,18,1150,1,第27章,关卡27-18,0,5,99,91000002,91000001,0,0,0,112719,112717,326,218,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100334,0,114609498,10801,10801,10801,10801,3,0,0,1,1,166192000
112719,112719,196,1,1,27,19,1151,1,第27章,关卡27-19,0,5,99,91000002,91000001,0,0,0,112720,112718,344,228,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100334,0,115067935,10801,10801,10801,10801,3,0,0,1,1,166857000
112720,112720,196,1,2,27,20,1152,1,第27章,关卡27-20,“有谁会看到这些东西，当我写下的时候我就在想。那些高于我们的存在轻易的穿梭于位面之间，我就是写下这些是否能证明我的存在，证明我所看到的一切呢。抹除，对于至高之神，也只是动动手那样轻松吧。”,5,99,91000002,91000001,0,0,0,112721,112719,362,212,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100335,0,115528206,10801,10801,10801,10801,3,0,0,1,0,0
112721,112721,196,1,1,27,21,1153,1,第27章,关卡27-21,0,5,99,91000002,91000001,0,0,0,112722,112720,383,221,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100335,0,115990318,10801,10801,10801,10801,3,0,0,1,1,168195000
112722,112722,196,1,1,27,22,1154,1,第27章,关卡27-22,0,5,99,91000002,91000001,0,0,0,112723,112721,397,209,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100335,0,116454279,10801,10801,10801,10801,3,0,0,1,1,168867000
112723,112723,196,1,1,27,23,1155,1,第27章,关卡27-23,0,5,99,91000002,91000001,0,0,0,112724,112722,413,217,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100335,0,116920096,10801,10801,10801,10801,3,0,0,1,1,169543000
112724,112724,197,1,2,27,24,1156,1,第27章,关卡27-24,“他们从来没有说过一些已经毁灭的世界发生过什么，这是出于自信还是陷阱？在一些毁灭的世界废墟里，有文明出现的痕迹，有语言文字和图像，而当仔细看这些图像之后，我感到一阵凉意。”,5,99,91000002,91000001,0,0,0,112725,112723,434,207,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100336,0,117387776,10801,10801,10801,10801,3,0,0,1,0,0
112725,112725,197,1,1,27,25,1157,1,第27章,关卡27-25,0,5,99,91000002,91000001,0,0,0,112726,112724,456,213,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100336,0,117857327,10801,10801,10801,10801,3,0,0,1,1,170902000
112726,112726,197,1,1,27,26,1158,1,第27章,关卡27-26,0,5,99,91000002,91000001,0,0,0,112727,112725,471,203,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100336,0,118328756,10801,10801,10801,10801,3,0,0,1,1,171586000
112727,112727,197,1,1,27,27,1159,1,第27章,关卡27-27,0,5,99,91000002,91000001,0,0,0,112728,112726,485,212,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100336,0,118802071,10801,10801,10801,10801,3,0,0,1,1,172272000
112728,112728,197,1,2,27,28,1160,1,第27章,关卡27-28,“那些遗迹都在说明，创世神创造的麦杰卓根不可能是第一个世界，虽然他们如此对我们说，让我们在自己的史书上写上，这是第一个世界。那些遗迹上的雕塑与壁画，分明就是创世者们的模样，只是没有所谓的龙。”,5,99,91000002,91000001,0,0,0,112729,112727,508,205,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100337,0,119277279,10801,10801,10801,10801,3,0,0,1,0,0
112729,112729,198,1,1,27,29,1161,1,第27章,关卡27-29,0,5,99,91000002,91000001,0,0,0,112730,112728,526,214,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100337,0,119754388,10801,10801,10801,10801,3,0,0,1,1,173653000
112730,112730,198,1,1,27,30,1162,1,第27章,关卡27-30,0,5,99,91000002,91000001,0,0,0,112731,112729,539,203,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100337,0,120233405,10801,10801,10801,10801,3,0,0,1,1,174347000
112731,112731,198,1,1,27,31,1163,1,第27章,关卡27-31,0,5,99,91000002,91000001,0,0,0,112732,112730,554,214,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100337,0,120714338,10801,10801,10801,10801,3,0,0,1,1,175045000
112732,112732,198,1,2,27,32,1164,1,第27章,关卡27-32,“那些世界都发生了什么，它们都是同时毁灭的吗？我没法在有限的生命力去证实，创世者不止一位，但他们从来没有向自己的子民谈论过自己的过去。或许是所有人都相信他们说的，第一个世界的说法。”,5,99,91000002,91000001,0,0,0,112733,112731,577,215,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100338,0,121197195,10801,10801,10801,10801,3,0,0,1,0,0
112733,112733,198,1,1,27,33,1165,1,第27章,关卡27-33,0,5,99,91000002,91000001,0,0,0,112734,112732,599,210,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100338,0,121681983,10801,10801,10801,10801,3,0,0,1,1,176448000
112734,112734,199,1,1,27,34,1166,1,第27章,关卡27-34,0,5,99,91000002,91000001,0,0,0,112735,112733,608,225,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100338,0,122168710,10801,10801,10801,10801,3,0,0,1,1,177154000
112735,112735,199,1,1,27,35,1167,1,第27章,关卡27-35,0,5,99,91000002,91000001,0,0,0,112736,112734,618,235,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100338,0,122657384,10801,10801,10801,10801,3,0,0,1,1,177862000
112736,112736,199,1,2,27,36,1168,1,第27章,关卡27-36,“令我无法理解的是，当我沉浸于那些新知识的恐惧，企图去警告我的同胞时，我又看见诸神对人类慷慨的援助。或许这些援助是举手之劳，可他们对于人类的真诚表情又让我无法将自己阴谋诉说。”,5,99,91000002,91000001,0,0,0,112737,112735,639,240,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100339,0,123148013,10801,10801,10801,10801,3,0,0,1,0,0
112737,112737,199,1,1,27,37,1169,1,第27章,关卡27-37,0,5,99,91000002,91000001,0,0,0,112738,112736,659,238,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100339,0,123640605,10801,10801,10801,10801,3,0,0,1,1,179288000
112738,112738,199,1,1,27,38,1170,1,第27章,关卡27-38,0,5,99,91000002,91000001,0,0,0,112739,112737,673,244,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100339,0,124135167,10801,10801,10801,10801,3,0,0,1,1,180005000
112739,112739,200,1,1,27,39,1171,1,第27章,关卡27-39,0,5,99,91000002,91000001,0,0,0,112740,112738,685,251,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100339,0,124631707,10801,10801,10801,10801,3,0,0,1,1,180725000
112740,112740,200,1,2,27,40,1172,1,第27章,关卡27-40,“人类终究是渺小的存在，容易骄傲，只是窥探了万物万世的一角就认为自己得知了所谓的真相……”在古老的魔法造物纸张上，有人潦草写下这些话语。所使用的的文字相当有年代，可能来自某位古代大学者。,5,99,91000002,91000001,0,0,0,112741,112739,707,256,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100340,0,125130233,10801,10801,10801,10801,3,0,0,1,0,0
112741,112741,200,1,1,27,41,1173,1,第27章,关卡27-41,0,5,99,91000002,91000001,0,0,0,112742,112740,731,250,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100340,0,125630753,10801,10801,10801,10801,3,0,0,1,1,182174000
112742,112742,200,1,1,27,42,1174,1,第27章,关卡27-42,0,5,99,91000002,91000001,0,0,0,112743,112741,745,233,gk_Desert_02,Desert01_02,Desert01_01,1007,1060102|1060304|1060902,100340,0,126133276,10801,10801,10801,10801,3,0,0,1,1,182903000
