levelid,mapid,maintype,leveltype,levelindex,chapterindex,levelgroup,level,siege,levelname,chaptername,descriptiont,physicalstrength,teamexp,everydaynum,sloot1,sloot2,sloot3,sloot4,loot1,loot2,loot3,loot4,tasktypes,n1,n2,n3,n4,word,show,icon,heroid,herolv,heroclass,herostar,content,overdrama,aindex,bindex,condition,nextlevel,alevel1,alevel2,component,towershow,showtalk
112607,112607,1,2,26,7,2,1,0,第26章  狮鹫高原,26-7 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30106009,0,91000001,30101000,30106009,30106008,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,112605,0,20,5007,VO_Story/yiji_saila
112608,112608,1,1,26,8,1,1,0,第26章  狮鹫高原,26-8 恶魔咆哮,他对深渊双子忠心耿耿。,5,5,99,91000002,91000001,30106009,0,91000001,30101000,30106009,30106008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112605,0,20,3001,0
112609,112609,1,2,26,9,1,1,0,第26章  狮鹫高原,26-9 恶魔咆哮,为主人尽忠而死的战士是什么？,5,5,99,91000002,91000001,30106009,0,91000001,30101000,30106009,30106008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112608,0,20,3001,0
112610,112610,1,3,26,10,1,1,0,第26章  狮鹫高原,26-10 深渊双子,雷米尔和贝利亚想要夺取神器的力量。,5,5,99,91000002,91000001,12100701,0,91000001,30101000,12100701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112608,0,20,1004,0
112701,112701,1,2,27,1,1,1,0,第27章  归魂谷,27-1 丧钟军团,暗灵源源不断地涌了过来。,5,5,99,91000002,91000001,30101010,0,91000001,30101000,30101010,30101009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112610,0,20,3007,0
112702,112702,1,2,27,2,2,1,0,第27章  归魂谷,27-2 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30101010,0,91000001,30101000,30101010,30101009,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,112701,0,20,5007,VO_Story/yiji_saila
112703,112703,1,1,27,3,1,1,0,第27章  归魂谷,27-3 暗灵刺客,小心你的背后。,5,5,99,91000002,91000001,30101010,0,91000001,30101000,30101010,30101009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112701,0,20,1011,0
112704,112704,1,2,27,4,1,1,0,第27章  归魂谷,27-4 暗灵骑士,他的坐骑可以一日千里。,5,5,99,91000002,91000001,30102010,0,91000001,30101000,30102010,30102009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112703,0,20,2001,0
112705,112705,1,1,27,5,1,1,0,第27章  归魂谷,27-5 清算,消灭猩红之王，血之诅咒在此终结。,5,5,99,91000002,91000001,30102010,0,91000001,30101000,30102010,30102009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112704,0,20,4007,0
112706,112706,1,2,27,6,1,1,0,第27章  归魂谷,27-6 暗灵刺客,潜行在黑暗中，必要时给出致命一击。,5,5,99,91000002,91000001,30102010,0,91000001,30101000,30102010,30102009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112705,0,20,1011,0
112707,112707,1,2,27,7,2,1,0,第27章  归魂谷,27-7 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30103010,0,91000001,30101000,30103010,30103009,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,112705,0,20,5007,VO_Story/yiji_saila
112708,112708,1,1,27,8,1,1,0,第27章  归魂谷,27-8 暗灵骑士,看起来很不好惹，但还是可以惹一惹。,5,5,99,91000002,91000001,30103010,0,91000001,30101000,30103010,30103009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112705,0,20,2001,0
112709,112709,1,2,27,9,1,1,0,第27章  归魂谷,27-9 暗灵祭司,也许那些被献祭掉的都是最珍贵的。,5,5,99,91000002,91000001,30103010,0,91000001,30101000,30103010,30103009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112708,0,20,1006,0
112710,112710,1,3,27,10,1,1,0,第27章  归魂谷,27-10 黑暗先知,黑暗先知预知一切，并因对强大力量的追求而不折手段。,5,5,99,91000002,91000001,12400801,0,91000001,30101000,12400801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112708,0,20,1009,0
112801,112801,1,2,28,1,1,1,0,第28章  狮鹫湾,28-1 圣光降临,微风清哨。,5,5,99,91000002,91000001,30104010,0,91000001,30101000,30104010,30104009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112710,0,20,4003,0
112802,112802,1,2,28,2,2,1,0,第28章  狮鹫湾,28-2 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30104010,0,91000001,30101000,30104010,30104009,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,112801,0,20,5007,VO_Story/yiji_saila
112803,112803,1,1,28,3,1,1,0,第28章  狮鹫湾,28-3 邪恶精灵,她可没时间，陪你玩游戏。,5,5,99,91000002,91000001,30104010,0,91000001,30101000,30104010,30104009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112801,0,20,1008,0
112804,112804,1,2,28,4,1,1,0,第28章  狮鹫湾,28-4 平原精灵,月光女神赐予其力量。,5,5,99,91000002,91000001,30105010,0,91000001,30101000,30105010,30105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112803,0,20,4008,0
112805,112805,1,1,28,5,1,1,0,第28章  狮鹫湾,28-5 复仇天使,复仇天使乐于赐予反抗者死亡。,5,5,99,91000002,91000001,30105010,0,91000001,30101000,30105010,30105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112804,0,20,1003,0
112806,112806,1,2,28,6,1,1,0,第28章  狮鹫湾,28-6 森林精灵,据说精灵不老不死的源泉在于世界之树。,5,5,99,91000002,91000001,30105010,0,91000001,30101000,30105010,30105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112805,0,20,4008,0
112807,112807,1,2,28,7,2,1,0,第28章  狮鹫湾,28-7 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30106010,0,91000001,30101000,30106010,30106009,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,112805,0,20,5007,VO_Story/yiji_saila
112808,112808,1,1,28,8,1,1,0,第28章  狮鹫湾,28-8 邪恶精灵,过度滥用魔法，会被魔法腐化。,5,5,99,91000002,91000001,30106010,0,91000001,30101000,30106010,30106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112805,0,20,1008,0
112809,112809,1,2,28,9,1,1,0,第28章  狮鹫湾,28-9 森林精灵,亲近自然，感受大自然的美好。,5,5,99,91000002,91000001,30106010,0,91000001,30101000,30106010,30106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112808,0,20,4008,0
112810,112810,1,3,28,10,1,1,0,第28章  狮鹫湾,28-10 泰拉之影,这是龙神泰拉的邪恶面。,5,5,99,91000002,91000001,12100201,0,91000001,30101000,12100201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112808,0,20,5007,0
112901,112901,1,2,29,1,1,1,0,第29章  封印海湾,29-1 冰河期,她带来了冰河期的死亡之风。,5,5,99,91000002,91000001,30101010,0,91000001,30101000,30101010,30101009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112810,0,20,4011,0
112902,112902,1,2,29,2,2,1,0,第29章  封印海湾,29-2 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30101010,0,91000001,30101000,30101010,30101009,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,0,0,112901,0,20,5007,VO_Story/yiji_saila
112903,112903,1,1,29,3,1,1,0,第29章  封印海湾,29-3 年轻法师,吟诵咒语的过程让他内心宁静。,5,5,99,91000002,91000001,30101010,0,91000001,30101000,30101010,30101009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112901,0,20,2006,0
112904,112904,1,2,29,4,1,1,0,第29章  封印海湾,29-4 刀客,比刀更能伤人的是人心。,5,5,99,91000002,91000001,30102010,0,91000001,30101000,30102010,30102009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112903,0,20,3005,0
112905,112905,1,1,29,5,1,1,0,第29章  封印海湾,29-5 领主末日,任何位面的入侵者都将留下血的教训。,5,5,99,91000002,91000001,30102010,0,91000001,30101000,30102010,30102009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112904,0,20,3001,0
112906,112906,1,2,29,6,1,1,0,第29章  封印海湾,29-6 恶魔士兵,恶魔士兵一直以来都严格地遵守长官的命令。,5,5,99,91000002,91000001,30102010,0,91000001,30101000,30102010,30102009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112905,0,20,2010,0
112907,112907,1,2,29,7,2,1,0,第29章  封印海湾,29-7 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30103010,0,91000001,30101000,30103010,30103009,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,112905,0,20,5007,VO_Story/yiji_saila
112908,112908,1,1,29,8,1,1,0,第29章  封印海湾,29-8 小恶魔,他怎么又出现在这里？,5,5,99,91000002,91000001,30103010,0,91000001,30101000,30103010,30103009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112905,0,20,1007,0
112909,112909,1,2,29,9,1,1,0,第29章  封印海湾,29-9 冰系法师,当她施法，这里将降下一场大雪。,5,5,99,91000002,91000001,30103010,0,91000001,30101000,30103010,30103009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112908,0,20,2008,0
112910,112910,1,3,29,10,1,1,0,第29章  封印海湾,29-10 深渊决战,这次我们足够强大，可以再次战胜他们了。,5,5,99,91000002,91000001,12201001,0,91000001,30101000,12201001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112908,0,20,1004,0
113001,113001,1,2,30,1,1,1,0,第30章  封印之地,30-1 反击,带来绝望的幕后黑手，也将尝到后悔的滋味。,5,5,99,91000002,91000001,30104010,0,91000001,30101000,30104010,30104009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112910,0,20,1009,0
113002,113002,1,2,30,2,2,1,0,第30章  封印之地,30-2 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30104010,0,91000001,30101000,30104010,30104009,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,113001,0,20,5007,VO_Story/yiji_saila
113003,113003,1,1,30,3,1,1,0,第30章  封印之地,30-3 魅魔女王,她很美，但你不会为此停下征战的脚步。,5,5,99,91000002,91000001,30104010,0,91000001,30101000,30104010,30104009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113001,0,20,3003,0
113004,113004,1,2,30,4,1,1,0,第30章  封印之地,30-4 恶魔战士,来一场酣畅淋漓的战斗吧。,5,5,99,91000002,91000001,30105010,0,91000001,30101000,30105010,30105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113003,0,20,2010,0
113005,113005,1,1,30,5,1,1,0,第30章  封印之地,30-5 妖龙咆哮,他的咆哮让灵魂撕裂。,5,5,99,91000002,91000001,30105010,0,91000001,30101000,30105010,30105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113004,0,20,5007,0
113006,113006,1,2,30,6,1,1,0,第30章  封印之地,30-6 暗灵祭司,除了敌人的鲜血，我们什么都不会献祭。,5,5,99,91000002,91000001,30105010,0,91000001,30101000,30105010,30105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113005,0,20,1006,0
113007,113007,1,2,30,7,2,1,0,第30章  封印之地,30-7 遗迹,一座先行者的遗迹，封印着远古的秘密。,5,5,99,91000002,91000001,30106010,0,91000001,30101000,30106010,30106009,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,113005,0,20,5007,VO_Story/yiji_saila
113008,113008,1,1,30,8,1,1,0,第30章  封印之地,30-8 暗灵刺客,她曾经是最好的刺客，但遇见你后就不是了。,5,5,99,91000002,91000001,30106010,0,91000001,30101000,30106010,30106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113005,0,20,1011,0
113009,113009,1,2,30,9,1,1,0,第30章  封印之地,30-9 恶魔战士,打完这场，他就回家。,5,5,99,91000002,91000001,30106010,0,91000001,30101000,30106010,30106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113008,0,20,2010,0
113010,113010,1,3,30,10,1,1,0,第30章  封印之地,30-10 黑暗末日,神器的力量扭转了战局，邪恶终将灰飞烟灭。,5,5,99,91000002,91000001,12301201,0,91000001,30101000,12301201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113008,0,20,1009,0
113101,113101,1,2,31,1,1,1,0,第31章,31-1,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113010,0,20,2003,0
113102,113102,1,2,31,2,2,1,0,第31章,31-2,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113101,0,20,5007,VO_Story/yiji_saila
113103,113103,1,1,31,3,1,1,0,第31章,31-3,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113101,0,20,2003,0
113104,113104,1,2,31,4,1,1,0,第31章,31-4,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113103,0,20,2003,0
113105,113105,1,1,31,5,1,1,0,第31章,31-5,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113104,0,20,2003,0
113106,113106,1,2,31,6,1,1,0,第31章,31-6,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113105,0,20,2003,0
113107,113107,1,2,31,7,2,1,0,第31章,31-7,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113105,0,20,5007,VO_Story/yiji_saila
113108,113108,1,1,31,8,1,1,0,第31章,31-8,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113105,0,20,2003,0
113109,113109,1,2,31,9,1,1,0,第31章,31-9,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113108,0,20,2003,0
113110,113110,1,3,31,10,1,1,0,第31章,31-10,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,12400101,0,91000001,30101000,12400101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113108,0,20,2003,0
113201,113201,1,2,32,1,1,1,0,第32章,32-1,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113110,0,20,2003,0
113202,113202,1,2,32,2,2,1,0,第32章,32-2,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113201,0,20,5007,VO_Story/yiji_saila
113203,113203,1,1,32,3,1,1,0,第32章,32-3,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113201,0,20,2003,0
113204,113204,1,2,32,4,1,1,0,第32章,32-4,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30105011,0,91000001,30101000,30105011,30105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113203,0,20,2003,0
113205,113205,1,1,32,5,1,1,0,第32章,32-5,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30105011,0,91000001,30101000,30105011,30105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113204,0,20,2003,0
113206,113206,1,2,32,6,1,1,0,第32章,32-6,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30105011,0,91000001,30101000,30105011,30105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113205,0,20,2003,0
113207,113207,1,2,32,7,2,1,0,第32章,32-7,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30106011,0,91000001,30101000,30106011,30106010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113205,0,20,5007,VO_Story/yiji_saila
113208,113208,1,1,32,8,1,1,0,第32章,32-8,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30106011,0,91000001,30101000,30106011,30106010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113205,0,20,2003,0
113209,113209,1,2,32,9,1,1,0,第32章,32-9,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30106011,0,91000001,30101000,30106011,30106010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113208,0,20,2003,0
113210,113210,1,3,32,10,1,1,0,第32章,32-10,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,12300901,0,91000001,30101000,12300901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113208,0,20,2003,0
113301,113301,1,2,33,1,1,1,0,第33章,33-1,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113210,0,20,2003,0
113302,113302,1,2,33,2,2,1,0,第33章,33-2,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113301,0,20,5007,VO_Story/yiji_saila
113303,113303,1,1,33,3,1,1,0,第33章,33-3,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113301,0,20,2003,0
113304,113304,1,2,33,4,1,1,0,第33章,33-4,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113303,0,20,2003,0
113305,113305,1,1,33,5,1,1,0,第33章,33-5,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113304,0,20,2003,0
113306,113306,1,2,33,6,1,1,0,第33章,33-6,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113305,0,20,2003,0
113307,113307,1,2,33,7,2,1,0,第33章,33-7,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113305,0,20,5007,VO_Story/yiji_saila
113308,113308,1,1,33,8,1,1,0,第33章,33-8,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113305,0,20,2003,0
113309,113309,1,2,33,9,1,1,0,第33章,33-9,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113308,0,20,2003,0
113310,113310,1,3,33,10,1,1,0,第33章,33-10,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,12300101,0,91000001,30101000,12300101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113308,0,20,2003,0
113401,113401,1,2,34,1,1,1,0,第34章,34-1,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113310,0,20,2003,0
113402,113402,1,2,34,2,2,1,0,第34章,34-2,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113401,0,20,5007,VO_Story/yiji_saila
113403,113403,1,1,34,3,1,1,0,第34章,34-3,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113401,0,20,2003,0
113404,113404,1,2,34,4,1,1,0,第34章,34-4,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30105011,0,91000001,30101000,30105011,30105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113403,0,20,2003,0
113405,113405,1,1,34,5,1,1,0,第34章,34-5,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30105011,0,91000001,30101000,30105011,30105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113404,0,20,2003,0
113406,113406,1,2,34,6,1,1,0,第34章,34-6,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30105011,0,91000001,30101000,30105011,30105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113405,0,20,2003,0
113407,113407,1,2,34,7,2,1,0,第34章,34-7,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30106011,0,91000001,30101000,30106011,30106010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113405,0,20,5007,VO_Story/yiji_saila
113408,113408,1,1,34,8,1,1,0,第34章,34-8,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30106011,0,91000001,30101000,30106011,30106010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113405,0,20,2003,0
113409,113409,1,2,34,9,1,1,0,第34章,34-9,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30106011,0,91000001,30101000,30106011,30106010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113408,0,20,2003,0
113410,113410,1,3,34,10,1,1,0,第34章,34-10,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,12101001,0,91000001,30101000,12101001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113408,0,20,2003,0
113501,113501,1,2,35,1,1,1,0,第35章,35-1,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113410,0,20,2003,0
113502,113502,1,2,35,2,2,1,0,第35章,35-2,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113501,0,20,5007,VO_Story/yiji_saila
113503,113503,1,1,35,3,1,1,0,第35章,35-3,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30101011,0,91000001,30101000,30101011,30101010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113501,0,20,2003,0
113504,113504,1,2,35,4,1,1,0,第35章,35-4,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113503,0,20,2003,0
113505,113505,1,1,35,5,1,1,0,第35章,35-5,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113504,0,20,2003,0
113506,113506,1,2,35,6,1,1,0,第35章,35-6,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30102011,0,91000001,30101000,30102011,30102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113505,0,20,2003,0
113507,113507,1,2,35,7,2,1,0,第35章,35-7,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113505,0,20,5007,VO_Story/yiji_saila
113508,113508,1,1,35,8,1,1,0,第35章,35-8,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113505,0,20,2003,0
113509,113509,1,2,35,9,1,1,0,第35章,35-9,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30103011,0,91000001,30101000,30103011,30103010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113508,0,20,2003,0
113510,113510,1,3,35,10,1,1,0,第35章,35-10,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,12400901,0,91000001,30101000,12400901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113508,0,20,2003,0
113601,113601,1,2,36,1,1,1,0,第36章,36-1,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113510,0,20,1007,0
113602,113602,1,2,36,2,2,1,0,第36章,36-2,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113601,0,20,1010,VO_Story/yiji_saila
113603,113603,1,1,36,3,1,1,0,第36章,36-3,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30104011,0,91000001,30101000,30104011,30104010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113601,0,20,1007,0
113604,113604,1,2,36,4,1,1,0,第36章,36-4,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30105011,0,91000001,30101000,30105011,30105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113603,0,20,1007,0
113605,113605,1,1,36,5,1,1,0,第36章,36-5,没有永恒的朋友，只有永恒的利益。,5,5,99,91000002,91000001,30105011,0,91000001,30101000,30105011,30105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113604,0,20,2010,0
